,1,2,3,4,5,6,7,8,9,10
20222053__star,0,0,0,0,0,0,1,0,0,0
20222054__star,0,1,0,0,0,0,0,0,0,0
20222055__star,0,0,1,0,0,0,0,0,0,0
20222056__star,0,1,0,0,0,0,0,0,0,0
20222057__star,0,0,0,0,0,0,0,0,0,1
20222058__star,0,0,0,1,0,0,0,0,0,0
20222059__star,1,0,0,0,0,0,0,0,0,0
20222060__star,0,0,0,0,0,0,1,0,0,0
20222061__star,0,0,0,1,0,0,0,0,0,0
20222062__star,0,0,0,0,0,1,0,0,0,0
20222063__star,0,0,0,0,0,0,0,0,0,1
20222064__star,0,0,0,0,0,0,1,0,0,0
20222065__star,0,1,0,0,0,0,0,0,0,0
20222066__star,0,0,0,0,0,0,1,0,0,0
20222067__star,0,0,0,0,1,0,0,0,0,0
20222068__star,0,0,0,0,1,0,0,0,0,0
20222069__star,0,0,0,0,1,0,0,0,0,0
20222070__star,0,0,0,0,0,0,0,1,0,0
20222071__star,0,0,0,0,0,0,0,0,0,1
20222072__star,0,0,0,0,0,1,0,0,0,0
20222073__star,0,0,0,0,0,0,0,0,1,0
20222074__star,0,0,1,0,0,0,0,0,0,0
20222075__star,0,1,0,0,0,0,0,0,0,0
20222076__star,0,0,0,0,0,0,0,0,1,0
20222077__star,1,0,0,0,0,0,0,0,0,0
20222078__star,0,0,0,0,0,0,0,0,1,0
20222079__star,0,0,0,0,0,0,0,0,1,0
20222080__star,0,0,0,0,0,0,0,1,0,0
20222081__star,0,0,0,1,0,0,0,0,0,0
20222082__star,0,1,0,0,0,0,0,0,0,0
20222083__star,1,0,0,0,0,0,0,0,0,0
20222084__star,0,0,1,0,0,0,0,0,0,0
20222085__star,0,0,1,0,0,0,0,0,0,0
20222086__star,0,0,0,0,0,0,0,1,0,0
20222087__star,0,0,0,1,0,0,0,0,0,0
20222088__star,0,0,0,0,0,0,0,0,1,0
20222089__star,0,1,0,0,0,0,0,0,0,0
20222090__star,0,0,0,0,0,0,0,0,0,1
20222091__star,0,0,0,0,0,1,0,0,0,0
20222092__star,0,0,0,0,0,1,0,0,0,0
20222093__star,0,0,0,0,1,0,0,0,0,0
20222094__star,1,0,0,0,0,0,0,0,0,0
20222095__star,0,1,0,0,0,0,0,0,0,0
20222096__star,0,1,0,0,0,0,0,0,0,0
20222097__star,0,1,0,0,0,0,0,0,0,0
20222098__star,0,0,1,0,0,0,0,0,0,0
20222099__star,0,0,1,0,0,0,0,0,0,0
20222100__star,0,1,0,0,0,0,0,0,0,0
20222101__star,0,0,0,0,0,0,0,0,1,0
20222102__star,0,0,0,0,0,0,0,0,0,1
20222103__star,0,0,1,0,0,0,0,0,0,0
20222104__star,0,0,0,1,0,0,0,0,0,0
20222105__star,0,0,0,0,0,0,1,0,0,0
20222106__star,0,0,0,0,0,1,0,0,0,0
20222107__star,0,0,0,1,0,0,0,0,0,0
20222108__star,0,0,0,0,0,0,0,0,1,0
20222109__star,0,0,0,0,1,0,0,0,0,0
20222110__star,0,0,0,0,0,0,0,0,0,1
20222111__star,1,0,0,0,0,0,0,0,0,0
20222112__star,0,0,1,0,0,0,0,0,0,0
20222113__star,1,0,0,0,0,0,0,0,0,0
20222114__star,0,0,0,0,0,0,0,0,0,1
20222115__star,0,0,0,0,0,0,0,0,0,1
20222116__star,1,0,0,0,0,0,0,0,0,0
20222117__star,0,0,0,0,0,0,0,0,0,1
20222118__star,0,1,0,0,0,0,0,0,0,0
20222119__star,1,0,0,0,0,0,0,0,0,0
20222120__star,0,0,0,0,0,0,1,0,0,0
20222121__star,0,0,0,0,0,0,1,0,0,0
20222122__star,0,0,0,0,0,0,1,0,0,0
20222123__star,0,0,1,0,0,0,0,0,0,0
20222124__star,1,0,0,0,0,0,0,0,0,0
20222125__star,0,1,0,0,0,0,0,0,0,0
20222126__star,0,0,0,0,0,0,0,1,0,0
20222127__star,0,0,0,0,0,0,0,0,0,1
20222128__star,1,0,0,0,0,0,0,0,0,0
20222129__star,0,0,0,0,1,0,0,0,0,0
20222130__star,0,0,0,1,0,0,0,0,0,0
20222131__star,0,0,0,0,0,0,1,0,0,0
20222132__star,0,1,0,0,0,0,0,0,0,0
20222133__star,0,0,0,0,0,0,0,0,0,1
20222134__star,0,0,0,0,0,0,1,0,0,0
20222135__star,0,0,0,0,0,0,0,0,1,0
20222136__star,0,0,0,0,0,0,1,0,0,0
20222137__star,0,0,0,0,1,0,0,0,0,0
20222138__star,1,0,0,0,0,0,0,0,0,0
20222139__star,0,0,0,0,0,0,0,1,0,0
20222140__star,0,0,0,0,0,0,1,0,0,0
20222141__star,0,0,0,1,0,0,0,0,0,0
20222142__star,0,0,0,0,1,0,0,0,0,0
20222143__star,0,0,0,0,0,1,0,0,0,0
20222144__star,0,0,0,0,1,0,0,0,0,0
20222145__star,0,0,0,0,0,0,0,0,1,0
20222146__star,0,0,0,0,0,0,1,0,0,0
20222147__star,0,0,0,0,1,0,0,0,0,0
20222148__star,0,1,0,0,0,0,0,0,0,0
20222149__star,0,0,0,0,0,0,0,0,0,1
20222150__star,0,0,0,0,0,0,0,0,0,1
20222151__star,0,0,1,0,0,0,0,0,0,0
20222152__star,0,0,0,1,0,0,0,0,0,0
20222153__star,0,0,0,0,0,0,1,0,0,0
20222154__star,0,0,0,0,0,1,0,0,0,0
20222155__star,0,0,0,1,0,0,0,0,0,0
20222156__star,0,0,0,0,0,0,0,1,0,0
20222157__star,0,0,0,0,0,0,0,1,0,0
20233001__star,0,0,0,0,1,0,0,0,0,0
20233002__star,0,0,0,0,0,0,0,0,0,1
20233003__star,0,0,0,0,0,1,0,0,0,0
20233004__star,0,0,1,0,0,0,0,0,0,0
20233005__star,0,0,0,0,0,0,0,0,1,0
20233006__star,0,0,0,0,0,0,0,0,1,0
20233007__star,0,0,0,1,0,0,0,0,0,0
20233008__star,0,0,0,0,0,0,0,1,0,0
20233009__star,0,0,0,0,0,1,0,0,0,0
20233010__star,0,0,0,0,0,0,0,0,1,0
20233011__star,0,0,0,0,0,0,0,0,0,1
20233012__star,0,0,0,0,1,0,0,0,0,0
20233013__star,0,0,0,0,1,0,0,0,0,0
20233014__star,0,0,0,0,1,0,0,0,0,0
20233015__star,0,1,0,0,0,0,0,0,0,0
20233016__star,0,0,1,0,0,0,0,0,0,0
20233017__star,0,0,0,0,0,0,1,0,0,0
20233018__star,0,0,0,0,0,0,0,0,1,0
20233019__star,0,1,0,0,0,0,0,0,0,0
20233020__star,0,0,0,0,0,1,0,0,0,0
20233021__star,0,0,0,0,0,0,0,0,1,0
20233022__star,0,0,0,0,0,0,1,0,0,0
20233023__star,0,0,0,1,0,0,0,0,0,0
20233024__star,0,0,1,0,0,0,0,0,0,0
20233025__star,1,0,0,0,0,0,0,0,0,0
20233026__star,0,0,0,0,0,0,0,1,0,0
20233027__star,0,0,0,0,0,1,0,0,0,0
20233028__star,0,0,0,0,0,0,1,0,0,0
20233029__star,0,0,0,0,1,0,0,0,0,0
20233030__star,0,0,0,0,0,1,0,0,0,0
20233031__star,0,1,0,0,0,0,0,0,0,0
20233032__star,0,1,0,0,0,0,0,0,0,0
20233033__star,0,0,0,0,1,0,0,0,0,0
20233034__star,0,0,0,0,0,0,0,1,0,0
20233035__star,0,1,0,0,0,0,0,0,0,0
20233036__star,0,0,0,1,0,0,0,0,0,0
20233037__star,0,0,0,0,0,0,0,0,1,0
20233038__star,0,0,0,0,0,0,0,0,1,0
20233039__star,0,0,0,0,0,0,0,1,0,0
20233040__star,0,0,0,1,0,0,0,0,0,0
20233041__star,0,1,0,0,0,0,0,0,0,0
20233042__star,0,0,0,0,0,0,0,0,0,1
20233043__star,0,1,0,0,0,0,0,0,0,0
20233044__star,0,0,0,0,0,0,1,0,0,0
20233045__star,0,0,0,0,0,0,0,0,0,1
20233046__star,0,0,0,0,0,0,0,0,1,0
20233047__star,0,0,0,0,1,0,0,0,0,0
20233048__star,1,0,0,0,0,0,0,0,0,0
20233049__star,0,1,0,0,0,0,0,0,0,0
20233050__star,0,0,0,0,0,0,0,0,0,1
20233051__star,0,0,0,0,1,0,0,0,0,0
20233052__star,0,0,0,0,0,0,0,0,0,1
20233053__star,0,0,0,0,0,0,0,1,0,0
20233054__star,0,0,0,0,0,0,0,0,0,1
20233055__star,0,0,0,0,1,0,0,0,0,0
20233056__star,1,0,0,0,0,0,0,0,0,0
20233057__star,0,0,0,0,1,0,0,0,0,0
20233079__star,0,0,0,0,0,0,1,0,0,0
20233080__star,0,0,0,0,1,0,0,0,0,0
20233081__star,0,0,0,0,1,0,0,0,0,0
20233082__star,0,1,0,0,0,0,0,0,0,0
20233083__star,0,0,0,0,0,0,0,1,0,0
20233084__star,0,0,0,0,0,1,0,0,0,0
20233085__star,0,0,0,0,0,0,0,0,1,0
20233086__star,0,0,0,0,0,0,0,0,1,0
20233087__star,0,0,1,0,0,0,0,0,0,0
20233088__star,0,0,0,0,0,0,1,0,0,0
20233089__star,0,0,0,0,0,0,1,0,0,0
20233090__star,0,0,0,1,0,0,0,0,0,0
20233091__star,1,0,0,0,0,0,0,0,0,0
20233092__star,0,0,0,0,0,0,0,0,1,0
20233093__star,0,1,0,0,0,0,0,0,0,0
20233094__star,0,0,0,0,0,0,1,0,0,0
20233095__star,0,0,0,0,0,0,0,0,1,0
20233096__star,0,0,0,0,0,0,0,0,1,0
20233097__star,0,0,0,0,0,0,0,0,1,0
20233098__star,0,0,0,0,0,0,0,0,1,0
20233099__star,0,0,0,0,0,0,0,0,0,1
20233100__star,0,0,0,0,0,1,0,0,0,0
20233101__star,0,0,0,0,0,0,1,0,0,0
20233102__star,0,0,0,0,1,0,0,0,0,0
20233103__star,0,0,0,0,0,0,1,0,0,0
20233104__star,0,0,0,0,0,0,0,0,0,1
20233105__star,0,0,0,0,0,0,0,0,0,1
20233106__star,0,0,0,0,0,0,0,0,0,1
20233107__star,0,0,0,0,0,0,0,0,0,1
20233108__star,0,0,0,1,0,0,0,0,0,0
20233109__star,0,0,0,0,0,1,0,0,0,0
20233110__star,0,0,0,0,0,0,0,1,0,0
20233111__star,0,0,0,1,0,0,0,0,0,0
20233112__star,0,0,0,0,0,1,0,0,0,0
20233113__star,1,0,0,0,0,0,0,0,0,0
20233114__star,0,0,0,0,0,0,0,1,0,0
20233115__star,0,0,0,1,0,0,0,0,0,0
20233116__star,0,0,1,0,0,0,0,0,0,0
20233117__star,1,0,0,0,0,0,0,0,0,0
20233118__star,1,0,0,0,0,0,0,0,0,0
20233119__star,1,0,0,0,0,0,0,0,0,0
20233120__star,0,1,0,0,0,0,0,0,0,0
20233121__star,0,0,0,0,0,1,0,0,0,0
20233122__star,0,0,0,0,0,0,0,1,0,0
20233123__star,1,0,0,0,0,0,0,0,0,0
20233124__star,0,0,0,0,0,0,0,0,1,0
20233125__star,1,0,0,0,0,0,0,0,0,0
20233126__star,0,0,0,0,0,0,0,0,0,1
20233127__star,0,0,0,1,0,0,0,0,0,0
20233128__star,0,0,0,0,0,0,0,0,0,1
20233129__star,0,1,0,0,0,0,0,0,0,0
20233130__star,0,0,0,1,0,0,0,0,0,0
20233131__star,1,0,0,0,0,0,0,0,0,0
20233132__star,0,0,0,0,0,0,1,0,0,0
20233133__star,0,0,0,0,0,0,0,0,0,1
20233134__star,0,0,0,0,0,0,0,0,1,0
20233135__star,0,0,0,0,0,1,0,0,0,0
20233136__star,0,0,0,0,0,0,1,0,0,0
20233137__star,1,0,0,0,0,0,0,0,0,0
20233138__star,0,0,1,0,0,0,0,0,0,0
20233139__star,0,1,0,0,0,0,0,0,0,0
20233140__star,0,1,0,0,0,0,0,0,0,0
20233141__star,0,0,0,0,0,0,0,1,0,0
20233142__star,0,0,0,0,0,0,0,0,1,0
20233143__star,1,0,0,0,0,0,0,0,0,0
20233144__star,0,0,0,1,0,0,0,0,0,0
20233145__star,0,1,0,0,0,0,0,0,0,0
20233146__star,0,0,0,0,0,0,1,0,0,0
20233147__star,0,0,0,0,0,0,0,0,0,1
20233148__star,0,0,0,0,0,0,0,0,0,1
20233149__star,0,0,0,0,0,0,0,0,0,1
20233150__star,1,0,0,0,0,0,0,0,0,0
20233151__star,0,0,0,0,0,0,0,0,1,0
20233152__star,0,0,0,0,0,0,0,0,0,1
20233153__star,0,0,0,0,0,0,0,0,0,1
20233154__star,1,0,0,0,0,0,0,0,0,0
20233155__star,0,0,0,0,0,0,0,1,0,0
20233156__star,0,0,0,0,0,1,0,0,0,0
20244001__star,0,0,0,0,0,0,0,0,0,1
20244002__star,0,0,1,0,0,0,0,0,0,0
20244003__star,0,1,0,0,0,0,0,0,0,0
20244004__star,0,1,0,0,0,0,0,0,0,0
20244005__star,0,0,0,0,0,0,0,0,1,0
20244006__star,0,0,0,0,0,1,0,0,0,0
20244007__star,0,0,0,1,0,0,0,0,0,0
20244008__star,0,0,0,0,0,0,0,0,0,1
20244009__star,0,1,0,0,0,0,0,0,0,0
20244010__star,0,0,0,0,0,0,0,0,1,0
20244011__star,0,0,0,0,1,0,0,0,0,0
20244012__star,0,0,0,0,1,0,0,0,0,0
20244013__star,0,0,0,1,0,0,0,0,0,0
20244014__star,0,0,0,0,0,0,0,1,0,0
20244015__star,1,0,0,0,0,0,0,0,0,0
20244016__star,0,1,0,0,0,0,0,0,0,0
20244017__star,0,0,0,1,0,0,0,0,0,0
20244018__star,0,0,0,0,0,0,0,1,0,0
20244019__star,1,0,0,0,0,0,0,0,0,0
20244020__star,0,1,0,0,0,0,0,0,0,0
20244021__star,0,0,1,0,0,0,0,0,0,0
20244022__star,0,1,0,0,0,0,0,0,0,0
20244023__star,0,0,1,0,0,0,0,0,0,0
20244024__star,0,0,1,0,0,0,0,0,0,0
20244025__star,0,0,0,0,0,0,0,0,0,1
20244026__star,0,0,1,0,0,0,0,0,0,0
20244027__star,0,0,0,1,0,0,0,0,0,0
20244028__star,0,0,0,0,0,0,0,1,0,0
20244029__star,0,0,0,0,0,0,0,1,0,0
20244030__star,0,1,0,0,0,0,0,0,0,0
20244031__star,0,0,0,0,0,0,0,0,0,1
20244032__star,1,0,0,0,0,0,0,0,0,0
20244033__star,0,1,0,0,0,0,0,0,0,0
20244034__star,0,0,0,0,0,0,0,1,0,0
20244035__star,0,0,0,0,1,0,0,0,0,0
20244036__star,1,0,0,0,0,0,0,0,0,0
20244037__star,0,0,0,0,1,0,0,0,0,0
20244038__star,0,0,0,0,0,0,1,0,0,0
20244039__star,0,1,0,0,0,0,0,0,0,0
20244040__star,0,0,0,0,0,0,0,1,0,0
20244041__star,0,0,0,1,0,0,0,0,0,0
20244042__star,0,0,0,0,1,0,0,0,0,0
20244043__star,0,0,0,0,0,0,0,0,1,0
20244044__star,0,1,0,0,0,0,0,0,0,0
20244045__star,0,0,0,0,0,0,0,1,0,0
20244046__star,0,0,0,0,0,1,0,0,0,0
20244047__star,0,0,0,0,0,0,0,0,0,1
20244048__star,0,0,0,0,0,0,1,0,0,0
20244049__star,1,0,0,0,0,0,0,0,0,0
20244050__star,0,0,0,0,0,0,1,0,0,0
20244051__star,0,0,0,0,0,1,0,0,0,0
20244052__star,0,0,0,0,0,0,1,0,0,0
20244053__star,0,0,0,0,0,0,1,0,0,0
20244054__star,0,0,1,0,0,0,0,0,0,0
20244055__star,0,0,0,0,1,0,0,0,0,0
20244056__star,0,0,0,0,0,0,1,0,0,0
